"GAMEID","WEEK","QTR","START","POS","DEF","PASSER","TARGET","AIR YARDS","NOTES","PlayIden","play_id"
10,3,2,"0:38","SEA","DAL","B.SILVERS","A.MOORE",6,"pbp has time 0:38","10_2_0:38",23770
10,3,2,"0:10","SEA","DAL","B.SILVERS","T.WILLIAMS",4,NA,"10_2_0:10",23769
10,3,3,"13:43","SEA","DAL","B.SILVERS","K.REYNOLDS",2,NA,"10_3_13:43",20517
10,3,3,"12:27","SEA","DAL","B.SILVERS","K.REYNOLDS",9,NA,"10_3_12:27",20566
10,3,3,"11:59","SEA","DAL","B.SILVERS","K.REYNOLDS",11,NA,"10_3_11:59",20513
10,3,3,"10:13","SEA","DAL","B.SILVERS","K.REYNOLDS",4,"pbp has time 10:13","10_3_10:13",20567
10,3,3,"9:42","DAL","SEA","L.JONES","L.DUNBAR",-2,NA,"10_3_9:42",20535
10,3,3,"8:33","DAL","SEA","L.JONES","F.NAGEL",3,NA,"10_3_8:33",20547
10,3,3,"7:36","DAL","SEA","L.JONES","L.DUNBAR",-1,NA,"10_3_7:36",23767
10,3,3,"6:46","DAL","SEA","L.JONES","J.FERGUSON",31,NA,"10_3_6:46",20569
10,3,3,"6:22","DAL","SEA","L.JONES","C.ARTIS-PAYNE",-1,NA,"10_3_6:22",20522
10,3,3,"5:51","DAL","SEA","L.JONES","D.PARHAM",5,NA,"10_3_5:51",20525
10,3,3,"5:31","DAL","SEA","L.JONES","J.CROCKETT",12,NA,"10_3_5:31",20526
10,3,3,"5:07","DAL","SEA","L.JONES","J.FERGUSON",4,NA,"10_3_5:07",20529
10,3,3,"4:22","DAL","SEA","L.JONES","F.NAGEL",5,NA,"10_3_4:22",20561
10,3,3,"3:55","DAL","SEA","L.JONES","D.PARHAM",10,NA,"10_3_3:55",NA
10,3,3,"3:45","SEA","DAL","B.SILVERS","K.REYNOLDS",7,"pbp has time 3:45","10_3_3:45",20553
10,3,3,"2:36","SEA","DAL","B.SILVERS","E.RODRIGUEZ",3,NA,"10_3_2:36",20551
10,3,3,"2:01","DAL","SEA","L.JONES","C.ARTIS-PAYNE",-5,NA,"10_3_2:01",23766
10,3,3,"1:39","DAL","SEA","L.JONES","F.NAGEL",4,NA,"10_3_1:39",20515
10,3,4,"14:28","DAL","SEA","L.JONES","L.DUNBAR",-2,NA,"10_4_14:28",20600
10,3,4,"11:35","SEA","DAL","B.SILVERS","A.MOORE",3,NA,"10_4_11:35",20704
10,3,4,"11:06","SEA","DAL","B.SILVERS","T.WILLIAMS",-4,"pbp has time 11:06","10_4_11:06",20719
10,3,4,"9:38","DAL","SEA","L.JONES","L.DUNBAR",-5,NA,"10_4_9:38",20775
10,3,4,"8:58","DAL","SEA","L.JONES","D.PARHAM",16,NA,"10_4_8:58",20785
10,3,4,"8:40","SEA","DAL","B.SILVERS","K.FARROW",-4,NA,"10_4_8:40",20846
10,3,4,"8:02","SEA","DAL","B.SILVERS","K.REYNOLDS",41,NA,"10_4_8:02",20857
10,3,4,"7:25","SEA","DAL","B.SILVERS","A.PROEHL",2,NA,"10_4_7:25",20872
10,3,4,"6:26","SEA","DAL","B.SILVERS","J.GARDNER",-6,NA,"10_4_6:26",20970
10,3,4,"6:03","SEA","DAL","B.SILVERS","J.GARDNER",-1,NA,"10_4_6:03",20973
10,3,4,"5:40","SEA","DAL","B.SILVERS","E.RODRIGUEZ",3,NA,"10_4_5:40",20988
10,3,4,"5:07","SEA","DAL","B.SILVERS","A.PROEHL",3,NA,"10_4_5:07",NA
10,3,4,"4:33","DAL","SEA","L.JONES","C.ARTIS-PAYNE",-1,NA,"10_4_4:33",23757
10,3,4,"3:19","DAL","SEA","L.JONES","L.DUNBAR",-2,NA,"10_4_3:19",21078
10,3,4,"0:44","SEA","DAL","B.SILVERS","T.WILLIAMS",-4,NA,"10_4_0:44",21170
10,3,4,"0:37","SEA","DAL","B.SILVERS","A.MOORE",7,NA,"10_4_0:37",21232
10,3,4,"0:11","SEA","DAL","B.SILVERS","A.PROEHL",5,NA,"10_4_0:11",21215
10,3,4,"0.01","SEA","DAL","B.SILVERS","T.WILLIAMS",-1,NA,"10_4_0.01",NA
11,3,1,"12:33","NY","STL","M.MCGLOIN","C.PEARSON",6,"pbp has 12:33","11_1_12:33",21305
11,3,1,"11:15","NY","STL","M.MCGLOIN","J.STOCKTON",-6,NA,"11_1_11:15",21329
11,3,1,"10:34","NY","STL","M.MCGLOIN","J.POWELL",3,NA,"11_1_10:34",NA
11,3,1,"5:45","STL","NY","J.TA'AMU","D.PIERSON-EL",11,NA,"11_1_5:45",21393
11,3,1,"04:22","STL","NY","J.TA'AMU","M.LUCAS",11,"pbp has 04:22","11_1_4:22",21416
11,3,1,"1:41","STL","NY","J.TA'AMU","A.RUSSELL",14,NA,"11_1_1:41",23781
11,3,2,"13:33","NY","STL","M.WILLIAMS","A.DUKE",-1,"pbp has 13:33","11_2_13:33",21509
11,3,2,"12:52","NY","STL","M.WILLIAMS","A.DUKE",4,"pbp has 12:52","11_2_12:52",21516
11,3,2,"12:00","NY","STL","M.MCGLOIN","C.PEARSON",0,NA,"11_2_12:00",21562
11,3,2,"11:13","NY","STL","M.MCGLOIN","T.REDDING",9,"pbp has 11:13","11_2_11:13",21571
11,3,2,"10:29","NY","STL","M.MCGLOIN","D.VICTOR",1,"pbp has 10:29","11_2_10:29",21578
11,3,2,"9:34","STL","NY","J.TA'AMU","L.WASHINGTON",-2,"pbp has 9:34","11_2_9:34",21599
11,3,2,"8:26","STL","NY","J.TA'AMU","D.PIERSON-EL",5,NA,"11_2_8:26",21613
11,3,2,"7:51","STL","NY","J.TA'AMU","D.PIERSON-EL",-4,NA,"11_2_7:51",21620
11,3,2,"5:08","STL","NY","J.TA'AMU","M.LUCAS",2,NA,"11_2_5:08",21657
11,3,2,"4:40","STL","NY","J.TA'AMU","N/A",10,NA,"11_2_4:40",NA
11,3,2,"3:04","NY","STL","M.MCGLOIN","T.REDDING",1,NA,"11_2_3:04",21700
11,3,2,"2:00","STL","NY","J.TA'AMU","B.REILLY",-2,NA,"11_2_2:00",21728
11,3,2,"1:02","NY","STL","M.MCGLOIN","J.POWELL",1,NA,"11_2_1:02",21769
11,3,2,"0:59","NY","STL","M.MCGLOIN","C.PEARSON",19,NA,"11_2_0:59",21785
11,3,2,"0:49","NY","STL","M.MCGLOIN","J.POWELL",12,NA,"11_2_0:49",21792
11,3,2,"0:32","NY","STL","M.MCGLOIN","J.STOCKTON",22,NA,"11_2_0:32",23786
11,3,3,"13:50","NY","STL","M.WILLIAMS","J.STOCKTON",-4,"pbp has 13:50","11_3_13:50",21847
11,3,3,"13:01","STL","NY","J.TA'AMU","A.RUSSELL",10,"pbp has 13:01","11_3_13:01",21859
11,3,3,"11:59","STL","NY","J.TA'AMU","B.REILLY",15,NA,"11_3_11:59",23782
11,3,3,"11:12","STL","NY","J.TA'AMU","M.LUCAS",-2,"pbp has 11:12","11_3_11:12",21889
11,3,3,"8:29","NY","STL","M.WILLIAMS","J.STOCKTON",-4,"pbp has 8:29","11_3_8:29",23778
11,3,3,"7:49","NY","STL","M.WILLIAMS","T.REDDING",12,"pbp has 7:49","11_3_7:49",21943
11,3,3,"6:38","NY","STL","M.WILLIAMS","A.DUKE",16,NA,"11_3_6:38",21961
11,3,3,"5:54","NY","STL","M.WILLIAMS","A.DUKE",-3,"pbp has 5:54","11_3_5:54",21970
11,3,3,"5:10","NY","STL","M.WILLIAMS","J.STOCKTON",-1,"pbp has 5:10","11_3_5:10",21976
11,3,3,"2:25","STL","NY","J.TA'AMU","B.REILLY",6,NA,"11_3_2:25",22011
11,3,3,"1:16","NY","STL","M.WILLIAMS","A.DUKE",16,NA,"11_3_1:16",22032
11,3,3,"0:08","NY","STL","M.WILLIAMS","C.PEARSON",2,"pbp has throwaway","11_3_0:08",28671
11,3,4,"15:00","NY","STL","M.WILLIAMS","N/A",0,NA,"11_4_15:00",28669
11,3,4,"13:23","NY","STL","M.WILLIAMS","C.PEARSON",6,NA,"11_4_13:23",22074
11,3,4,"12:59","NY","STL","M.WILLIAMS","T.REDDING",6,NA,"11_4_12:59",22079
11,3,4,"12:31","NY","STL","M.WILLIAMS","M.MCKAY",6,NA,"11_4_12:31",28665
11,3,4,"10:01","STL","NY","J.TA'AMU","M.LUCAS",15,"pbp has 10:01","11_4_10:01",22132
11,3,4,"9:00","STL","NY","J.TA'AMU","N/A",-7,NA,"11_4_9:00",22141
11,3,4,"8:30","NY","STL","L.PEREZ","D.VICTOR",1,"pbp has M.WILLIAMS passer","11_4_8:30",23785
11,3,4,"7:23","NY","STL","L.PEREZ","M.MCKAY",6,NA,"11_4_7:23",22175
11,3,4,"6:45","NY","STL","L.PEREZ","T.REDDING",8,NA,"11_4_6:45",22181
11,3,4,"6:19","NY","STL","L.PEREZ","A.DUKE",-2,NA,"11_4_6:19",22187
11,3,4,"4:54","STL","NY","J.TA'AMU","A.RUSSELL",9,NA,"11_4_4:54",23780
11,3,4,"2:24","STL","NY","J.TA'AMU","L.TILLERY",2,NA,"11_4_2:24",22264
11,3,4,"2:00","STL","NY","J.TA'AMU","M.LUCAS",-4,NA,"11_4_2:00",22272
11,3,4,"0:15","NY","STL","L.PEREZ","E.BIBBS",3,NA,"11_4_0:15",22325
11,3,4,"0:05","NY","STL","L.PEREZ","C.PEARSON",9,NA,"11_4_0:05",NA
12,3,1,"14:54","LA","DC","J.JOHNSON","J.SMALLWOOD",5,NA,"12_1_14:54",22346
12,3,1,"14:27","LA","DC","J.JOHNSON","B.BARNES",12,"pbp has 14:27","12_1_14:27",28678
12,3,1,"13:54","LA","DC","J.JOHNSON","K.WHITFIELD",-5,"pbp has 13:54","12_1_13:54",23809
12,3,1,"13:17","LA","DC","J.JOHNSON","D.HAMPTON",1,"pbp has 13:17","12_1_13:17",22368
12,3,1,"12:27","LA","DC","J.JOHNSON","T.MCBRIDE",31,"pbp has 12:27","12_1_12:27",22383
12,3,1,"11:41","DC","LA","C.JONES","D.PUMPHREY",15,"pbp has 11:41","12_1_11:41",28690
12,3,1,"11:20","DC","LA","C.JONES","E.ROGERS",18,"pbp has 11:20","12_1_11:20",23796
12,3,1,"10:57","LA","DC","J.JOHNSON","M.CARTER",0,NA,"12_1_10:57",22441
12,3,1,"9:46","LA","DC","J.JOHNSON","L.ROSE",-2,NA,"12_1_9:46",22451
12,3,1,"6:46","DC","LA","C.JONES","E.ROGERS",7,NA,"12_1_6:46",22492
12,3,1,"5:07","LA","DC","J.JOHNSON","A.JENNINGS",24,NA,"12_1_5:07",22524
12,3,1,"2:59","DC","LA","C.JONES","D.PUMPHREY",0,NA,"12_1_2:59",22554
12,3,1,"1:47","DC","LA","C.JONES","E.ROGERS",12,NA,"12_1_1:47",23797
12,3,1,"0:33","LA","DC","J.JOHNSON","M.CARTER",11,NA,"12_1_0:33",22599
12,3,2,"14:14","DC","LA","C.JONES","K.LEE",5,NA,"12_2_14:14",22639
12,3,2,"11:59","LA","DC","J.JOHNSON","T.MCBRIDE",42,NA,"12_2_11:59",22666
12,3,2,"10:50","LA","DC","J.JOHNSON","B.BARNES",10,NA,"12_2_10:50",22689
12,3,2,"10:27","LA","DC","J.JOHNSON","T.MCBRIDE",5,NA,"12_2_10:27",22691
12,3,2,"8:47","LA","DC","J.JOHNSON","T.MCBRIDE",28,NA,"12_2_8:47",22713
12,3,2,"7:08","DC","LA","C.JONES","R.ROSS",38,NA,"12_2_7:08",NA
12,3,2,"6:33","DC","LA","C.JONES","J.PRESSLEY",-4,"pbp has 6:33","12_2_6:33",22777
12,3,2,"6:09","DC","LA","C.JONES","K.LEE",2,NA,"12_2_6:09",22785
12,3,2,"2:00","LA","DC","J.JOHNSON","J.SMALLWOOD",5,NA,"12_2_2:00",22882
12,3,2,"1:24","DC","LA","C.JONES","D.THOMPKINS",21,NA,"12_2_1:24",22902
12,3,2,"1:18","DC","LA","C.JONES","J.PRESSLEY",2,NA,"12_2_1:18",22910
12,3,2,"1:02","DC","LA","C.JONES","K.LEE",20,NA,"12_2_1:02",22922
12,3,2,"0:41","DC","LA","C.JONES","D.THOMPKINS",15,"pbp has 0:41","12_2_0:41",22930
12,3,2,"0:37","DC","LA","C.JONES","D.ERNSBERGER",4,NA,"12_2_0:37",22936
12,3,3,"14:55","DC","LA","C.JONES","E.ROGERS",3,NA,"12_3_14:55",22976
12,3,3,"13:59","DC","LA","C.JONES","D.PUMPHREY",3,NA,"12_3_13:59",22989
12,3,3,"12:13","DC","LA","C.JONES","R.ROSS",17,NA,"12_3_12:13",NA
12,3,3,"11:49","DC","LA","C.JONES","D.THOMPKINS",18,NA,"12_3_11:49",NA
12,3,3,"9:30","DC","LA","C.JONES","R.ROSS",32,NA,"12_3_9:30",NA
12,3,3,"9:22","LA","DC","J.JOHNSON","T.MCBRIDE",20,NA,"12_3_9:22",23053
12,3,3,"8:57","LA","DC","J.JOHNSON","A.JENNINGS",4,NA,"12_3_8:57",NA
12,3,3,"8:19","LA","DC","J.JOHNSON","N.SPRUCE",21,NA,"12_3_8:19",23082
12,3,3,"8:10","LA","DC","J.JOHNSON","T.MCBRIDE",15,NA,"12_3_8:10",23116
12,3,3,"7:45","LA","DC","J.JOHNSON","A.JENNINGS",6,NA,"12_3_7:45",23112
12,3,3,"7:15","LA","DC","J.JOHNSON","D.HAMPTON",18,NA,"12_3_7:15",23119
12,3,3,"6:45","LA","DC","J.JOHNSON","M.CARTER",-7,NA,"12_3_6:45",23125
12,3,3,"6:02","DC","LA","C.JONES","E.ROGERS",-5,NA,"12_3_6:02",23800
12,3,3,"3:10","DC","LA","C.JONES","N/A",12,NA,"12_3_3:10",23210
12,3,3,"2:39","DC","LA","C.JONES","R.ROSS",16,NA,"12_3_2:39",23218
12,3,3,"1:30","DC","LA","C.JONES","R.ROSS",22,NA,"12_3_1:30",23229
12,3,3,"1:10","DC","LA","C.JONES","K.ABDULLAH",-3,NA,"12_3_1:10",23790
12,3,3,"0:35","DC","LA","C.JONES","E.ROGERS",14,NA,"12_3_0:35",23795
12,3,4,"15:00","LA","DC","J.JOHNSON","B.BARNES",13,NA,"12_4_15:00",23271
12,3,4,"13:39","LA","DC","J.JOHNSON","N.SPRUCE",13,NA,"12_4_13:39",23288
12,3,4,"12:55","LA","DC","J.JOHNSON","N.SPRUCE",17,NA,"12_4_12:55",23294
12,3,4,"12:23","LA","DC","J.JOHNSON","N.SPRUCE",4,NA,"12_4_12:23",23794
12,3,4,"10:51","DC","LA","T.JACKSON","E.ROGERS",-2,NA,"12_4_10:51",23792
12,3,4,"2:37","DC","LA","T.JACKSON","R.ROSS",39,NA,"12_4_2:37",23472
13,4,1,"11:01","NY","LA","L.PEREZ","J.HORN",-2,NA,"13_1_11:01",23905
13,4,1,"9:49","NY","LA","L.PEREZ","C.PEARSON",4,NA,"13_1_9:49",23919
13,4,1,"6:18","NY","LA","L.PEREZ","J.HORN",17,"pbp has C.PEARSON","13_1_6:18",23964
13,4,1,"5:08","LA","NY","J.JOHNSON","B.BARNES",4,NA,"13_1_5:08",NA
13,4,1,"4:32","LA","NY","J.JOHNSON","J.SMALLWOOD",24,NA,"13_1_4:32",23996
13,4,1,"4:03","LA","NY","J.JOHNSON","J.SMALLWOOD",21,NA,"13_1_4:03",24005
13,4,1,"1:55","LA","NY","J.JOHNSON","D.HAMPTON",2,NA,"13_1_1:55",28710
13,4,1,"0:07","LA","NY","J.JOHNSON","T.MCBRIDE",4,NA,"13_1_0:07",24053
13,4,2,"15:00","NY","LA","L.PEREZ","E.BIBBS",1,NA,"13_2_15:00",24075
13,4,2,"13:12","NY","LA","L.PEREZ","T.COOK",-3,NA,"13_2_13:12",24096
13,4,2,"12:14","NY","LA","L.PEREZ","M.COLBURN",-3,NA,"13_2_12:14",24112
13,4,2,"11:47","NY","LA","L.PEREZ","J.POWELL",20,NA,"13_2_11:47",NA
13,4,2,"10:26","NY","LA","L.PEREZ","T.REDDING",21,NA,"13_2_10:26",24136
13,4,2,"10:01","NY","LA","L.PEREZ","J.POWELL",7,NA,"13_2_10:01",24141
13,4,2,"9:41","NY","LA","L.PEREZ","A.DUKE",3,NA,"13_2_9:41",24149
13,4,2,"5:59","NY","LA","L.PEREZ","M.MCKAY",8,NA,"13_2_5:59",24209
13,4,2,"4:59","NY","LA","L.PEREZ","D.VICTOR",2,NA,"13_2_4:59",24222
13,4,2,"3:47","NY","LA","L.PEREZ","C.PEARSON",4,NA,"13_2_3:47",24235
13,4,2,"2:17","NY","LA","L.PEREZ","J.POWELL",6,NA,"13_2_2:17",NA
13,4,2,"2:00","NY","LA","L.PEREZ","E.BIBBS",1,NA,"13_2_2:00",24268
13,4,2,"1:31","NY","LA","L.PEREZ","M.MCKAY",3,NA,"13_2_1:31",24274
13,4,2,"1:22","LA","NY","J.JOHNSON","B.BARNES",9,NA,"13_2_1:22",24298
13,4,2,"1:15","LA","NY","J.JOHNSON","T.MCBRIDE",18,NA,"13_2_1:15",NA
13,4,2,"1:01","LA","NY","J.JOHNSON","N/A",3,NA,"13_2_1:01",NA
13,4,2,"0:57","LA","NY","J.JOHNSON","J.SMALLWOOD",16,NA,"13_2_0:57",24329
13,4,2,"0:53","LA","NY","J.JOHNSON","D.HARRIS",2,NA,"13_2_0:53",24335
13,4,3,"14:55","LA","NY","J.JOHNSON","T.MCBRIDE",12,NA,"13_3_14:55",24375
13,4,3,"14:30","LA","NY","J.JOHNSON","T.MCBRIDE",3,NA,"13_3_14:30",24380
13,4,3,"14:11","LA","NY","J.JOHNSON","A.JENNINGS",12,NA,"13_3_14:11",24387
13,4,3,"13:35","LA","NY","J.JOHNSON","T.MCBRIDE",11,NA,"13_3_13:35",24394
13,4,3,"13:01","LA","NY","J.JOHNSON","K.WHITFIELD",31,NA,"13_3_13:01",24399
13,4,3,"12:36","LA","NY","J.JOHNSON","D.HARRIS",2,NA,"13_3_12:36",NA
13,4,3,"10:01","LA","NY","J.JOHNSON","A.JENNINGS",10,NA,"13_3_10:01",24443
13,4,3,"9:22","LA","NY","J.JOHNSON","K.WHITFIELD",11,NA,"13_3_9:22",24451
13,4,3,"8:29","NY","LA","L.PEREZ","J.HORN",34,NA,"13_3_8:29",24468
13,4,3,"8:06","NY","LA","L.PEREZ","C.PEARSON",-3,NA,"13_3_8:06",NA
13,4,3,"7:25","NY","LA","L.PEREZ","T.COOK",4,NA,"13_3_7:25",24488
13,4,3,"6:24","LA","NY","J.JOHNSON","B.BARNES",14,NA,"13_3_6:24",24501
13,4,3,"6:00","LA","NY","J.JOHNSON","J.SMALLWOOD",2,NA,"13_3_6:00",24503
13,4,3,"5:33","LA","NY","J.JOHNSON","J.SMALLWOOD",6,"pbp has 5:33","13_3_5:33",24512
13,4,3,"4:45","LA","NY","J.JOHNSON","S.BLACKNALL",42,NA,"13_3_4:45",24527
13,4,3,"4:33","NY","LA","L.PEREZ","M.MCKAY",27,NA,"13_3_4:33",24547
13,4,3,"4:05","NY","LA","L.PEREZ","J.POWELL",-2,NA,"13_3_4:05",24554
13,4,3,"3:37","NY","LA","L.PEREZ","C.PEARSON",6,NA,"13_3_3:37",24563
13,4,3,"2:39","LA","NY","J.JOHNSON","B.BARNES",-1,NA,"13_3_2:39",24577
13,4,3,"0:57","LA","NY","J.JOHNSON","J.SMALLWOOD",5,NA,"13_3_0:57",24601
13,4,3,"0:23","LA","NY","J.JOHNSON","T.MCBRIDE",9,NA,"13_3_0:23",24610
13,4,4,"15:00","NY","LA","L.PEREZ","M.COLBURN",-3,NA,"13_4_15:00",24622
13,4,4,"14:21","NY","LA","L.PEREZ","C.PEARSON",9,NA,"13_4_14:21",24638
13,4,4,"11:24","NY","LA","L.PEREZ","T.REDDING",17,NA,"13_4_11:24",24672
13,4,4,"10:49","LA","NY","J.JOHNSON","T.MCBRIDE",41,NA,"13_4_10:49",24698
13,4,4,"8:47","LA","NY","J.JOHNSON","D.HARRIS",5,NA,"13_4_8:47",28695
13,4,4,"5:47","NY","LA","L.PEREZ","M.MCKAY",31,NA,"13_4_5:47",24758
13,4,4,"5:06","LA","NY","J.JOHNSON","T.MCBRIDE",5,NA,"13_4_5:06",24775
13,4,4,"4:36","LA","NY","J.JOHNSON","J.SMALLWOOD",5,NA,"13_4_4:36",24783
13,4,4,"4:12","LA","NY","J.JOHNSON","K.WHITFIELD",28,NA,"13_4_4:12",24789
13,4,4,"3:47","LA","NY","J.JOHNSON","A.JENNINGS",4,NA,"13_4_3:47",24796
13,4,4,"3:47","LA","NY","J.JOHNSON","N/A",0,NA,"13_4_3:47",24796
13,4,4,"2:49","LA","NY","J.JOHNSON","S.BLACKNALL",25,NA,"13_4_2:49",24813
13,4,4,"0:33","LA","NY","J.JOHNSON","K.WHITFIELD",6,NA,"13_4_0:33",24876
13,4,4,"0:29","LA","NY","J.JOHNSON","T.MCBRIDE",22,NA,"13_4_0:29",24881
13,4,4,"0:24","LA","NY","J.JOHNSON","T.MCBRIDE",4,NA,"13_4_0:24",24888
13,4,4,"0:19","LA","NY","J.JOHNSON","T.MCBRIDE",20,NA,"13_4_0:19",24896
13,4,4,"0:13","LA","NY","J.JOHNSON","S.BLACKNALL",30,NA,"13_4_0:13",24901
13,4,4,"0:07","LA","NY","J.JOHNSON","T.MCBRIDE",11,NA,"13_4_0:07",24906
14,4,1,"13:46","STL","SEA","J.TA'AMU","M.JONES",-3,"pbp has throwaway","14_1_13:46",24961
14,4,1,"12:16","SEA","STL","B.SILVERS","A.MOORE",21,NA,"14_1_12:16",24993
14,4,1,"11:21","STL","SEA","J.TA'AMU","M.LUCAS",10,NA,"14_1_11:21",25012
14,4,1,"10:29","STL","SEA","J.TA'AMU","A.RUSSELL",9,NA,"14_1_10:29",25026
14,4,1,"9:52","STL","SEA","J.TA'AMU","M.LUCAS",6,NA,"14_1_9:52",25034
14,4,1,"7:51","STL","SEA","J.TA'AMU","L.WASHINGTON",30,NA,"14_1_7:51",28715
14,4,1,"7:23","STL","SEA","J.TA'AMU","C.AGUDOSI",21,NA,"14_1_7:23",25072
14,4,1,"6:43","STL","SEA","J.TA'AMU","D.PIERSON-EL",8,NA,"14_1_6:43",25078
14,4,1,"6:01","SEA","STL","B.SILVERS","A.PROEHL",-2,NA,"14_1_6:01",28721
14,4,1,"5:33","SEA","STL","B.SILVERS","C.HAMLETT",3,NA,"14_1_5:33",25115
14,4,1,"2:38","STL","SEA","J.TA'AMU","L.WASHINGTON",5,NA,"14_1_2:38",25157
14,4,2,"15:00","SEA","STL","B.SILVERS","K.FARROW",3,NA,"14_2_15:00",28723
14,4,2,"13:57","SEA","STL","B.SILVERS","K.REYNOLDS",5,"pbp has 13:57","14_2_13:57",25239
14,4,2,"12:29","STL","SEA","J.TA'AMU","K.FORD",0,NA,"14_2_12:29",25279
14,4,2,"11:13","STL","SEA","J.TA'AMU","D.PIERSON-EL",-4,NA,"14_2_11:13",25294
14,4,2,"10:02","SEA","STL","B.SILVERS","K.REYNOLDS",7,"pbp has throwaway","14_2_10:02",NA
14,4,2,"9:33","SEA","STL","B.SILVERS","A.PROEHL",4,NA,"14_2_9:33",NA
14,4,2,"8:59","STL","SEA","J.TA'AMU","M.LUCAS",-4,NA,"14_2_8:59",25336
14,4,2,"8:22","STL","SEA","J.TA'AMU","B.REILLY",24,NA,"14_2_8:22",28719
14,4,2,"5:34","STL","SEA","J.TA'AMU","B.REILLY",7,NA,"14_2_5:34",NA
14,4,2,"4:56","STL","SEA","J.TA'AMU","L.WASHINGTON",36,NA,"14_2_4:56",25393
14,4,2,"4:23","STL","SEA","J.TA'AMU","B.REILLY",15,NA,"14_2_4:23",25399
14,4,2,"3:51","STL","SEA","J.TA'AMU","L.WASHINGTON",8,NA,"14_2_3:51",25408
14,4,2,"1:42","SEA","STL","B.SILVERS","K.FARROW",-4,NA,"14_2_1:42",25463
14,4,2,"1:35","SEA","STL","B.SILVERS","K.FARROW",1,NA,"14_2_1:35",25478
14,4,2,"1:28","SEA","STL","B.SILVERS","K.REYNOLDS",4,NA,"14_2_1:28",25481
14,4,2,"1:14","SEA","STL","B.SILVERS","D.BYRD",5,NA,"14_2_1:14",NA
14,4,3,"13:20","SEA","STL","B.DANIELS","K.REYNOLDS",5,NA,"14_3_13:20",25563
14,4,3,"12:57","SEA","STL","B.DANIELS","D.BYRD",6,NA,"14_3_12:57",25570
14,4,3,"11:05","STL","SEA","J.TA'AMU","M.LUCAS",6,NA,"14_3_11:05",25596
14,4,3,"10:00","SEA","STL","B.DANIELS","B.JOHNSON",10,NA,"14_3_10:00",25619
14,4,3,"7:24","STL","SEA","J.TA'AMU","D.PIERSON-EL",11,NA,"14_3_7:24",25673
14,4,3,"5:37","STL","SEA","J.TA'AMU","B.REILLY",4,NA,"14_3_5:37",25701
14,4,3,"3:12","STL","SEA","J.TA'AMU","D.PIERSON-EL",5,NA,"14_3_3:12",25729
14,4,3,"2:14","STL","SEA","J.TA'AMU","M.JONES",-5,NA,"14_3_2:14",NA
14,4,3,"1:26","STL","SEA","J.TA'AMU","L.WASHINGTON",4,NA,"14_3_1:26",25754
14,4,3,"0:55","SEA","STL","B.DANIELS","A.MOORE",20,NA,"14_3_0:55",25787
14,4,4,"13:47","SEA","STL","K.REYNOLDS","A.PROEHL",-5,NA,"14_4_13:47",25811
14,4,4,"13:18","SEA","STL","B.DANIELS","E.RODRIGUEZ",9,NA,"14_4_13:18",25817
14,4,4,"13:09","STL","SEA","J.TA'AMU","B.REILLY",10,NA,"14_4_13:09",25841
14,4,4,"11:34","STL","SEA","J.TA'AMU","K.MUMPHERY",7,NA,"14_4_11:34",25864
14,4,4,"10:53","STL","SEA","J.TA'AMU","K.MUMPHERY",32,NA,"14_4_10:53",25876
14,4,4,"7:12","SEA","STL","B.DANIELS","J.SANTIAGO",-4,"jet sweep","14_4_7:12",25938
14,4,4,"6:45","SEA","STL","B.DANIELS","A.PROEHL",5,NA,"14_4_6:45",25943
14,4,4,"5:11","SEA","STL","B.DANIELS","D.BYRD",12,NA,"14_4_5:11",25964
14,4,4,"4:41","SEA","STL","B.DANIELS","C.HAMLETT",30,"pbp has K.REYNOLDS","14_4_4:41",25969
14,4,4,"4:11","SEA","STL","B.DANIELS","A.PROEHL",25,NA,"14_4_4:11",NA
14,4,4,"3:21","STL","SEA","J.TA'AMU","L.WASHINGTON",8,NA,"14_4_3:21",26002
14,4,4,"3:05","STL","SEA","J.TA'AMU","D.PIERSON-EL",12,NA,"14_4_3:05",26017
15,4,1,"15:00","HOU","DAL","P.WALKER","C.PHILLIPS",19,NA,"15_1_15:00",26065
15,4,1,"14:34","HOU","DAL","P.WALKER","K.LEWIS",5,NA,"15_1_14:34",NA
15,4,1,"13:54","HOU","DAL","P.WALKER","S.COATES",23,NA,"15_1_13:54",26096
15,4,1,"11:46","DAL","HOU","L.JONES","C.ARTIS-PAYNE",0,NA,"15_1_11:46",26192
15,4,1,"11:14","DAL","HOU","L.JONES","J.CROCKETT",22,NA,"15_1_11:14",26191
15,4,1,"11:01","HOU","DAL","P.WALKER","K.LEWIS",-3,NA,"15_1_11:01",26164
15,4,1,"9:45","HOU","DAL","P.WALKER","N.HOLLEY",13,NA,"15_1_9:45",26196
15,4,1,"9:15","HOU","DAL","P.WALKER","K.LEWIS",7,NA,"15_1_9:15",NA
15,4,1,"8:40","DAL","HOU","L.JONES","C.ARTIS-PAYNE",-1,NA,"15_1_8:40",26215
15,4,1,"7:05","DAL","HOU","L.JONES","D.PARHAM",4,NA,"15_1_7:05",26234
15,4,1,"6:44","DAL","HOU","L.JONES","F.NAGEL",14,NA,"15_1_6:44",26242
15,4,1,"6:07","DAL","HOU","L.JONES","J.FERGUSON",4,NA,"15_1_6:07",26267
15,4,1,"5:59","HOU","DAL","P.WALKER","N.HOLLEY",17,NA,"15_1_5:59",26261
