"GAMEID","WEEK","QTR","START","POS","DEF","PASSER","TARGET","AIR YARDS","NOTES","PlayIden","play_id"
19,5,1,"0:51","STL","DC","J.TA'AMU","A.RUSSELL",-3,NA,"19_1_0:51",32114
19,5,1,"0:24","STL","DC","J.TA'AMU","L.WASHINGTON",16,NA,"19_1_0:24",32117
19,5,1,"0:04","STL","DC","J.TA'AMU","B.REILLY",10,NA,"19_1_0:04",32126
19,5,2,"15:00","STL","DC","J.TA'AMU","M.LUCAS",0,NA,"19_2_15:00",32136
19,5,2,"12:33","STL","DC","J.TA'AMU","C.MICHAEL",-7,NA,"19_2_12:33",32172
19,5,2,"10:57","STL","DC","J.TA'AMU","M.LUCAS",16,NA,"19_2_10:57",32196
19,5,2,"10:12","STL","DC","J.TA'AMU","L.WASHINGTON",12,NA,"19_2_10:12",32203
19,5,2,"8:39","DC","STL","T.JACKSON","R.ROSS",14,"pbp has throwaway","19_2_8:39",32236
19,5,2,"7:36","STL","DC","J.TA'AMU","L.WASHINGTON",6,NA,"19_2_7:36",32284
19,5,2,"7:09","STL","DC","J.TA'AMU","D.PIERSON-EL",13,NA,"19_2_7:09",NA
19,5,2,"5:21","DC","STL","T.JACKSON","K.LEE",-9,NA,"19_2_5:21",32311
19,5,2,"2:16","DC","STL","T.JACKSON","E.ROGERS",-3,NA,"19_2_2:16",32354
19,5,2,"1:14","STL","DC","J.TA'AMU","A.RUSSELL",14,NA,"19_2_1:14",32398
19,5,2,"1:07","STL","DC","J.TA'AMU","M.LUCAS",-3,NA,"19_2_1:07",NA
19,5,2,"1:03","STL","DC","J.TA'AMU","M.LUCAS",5,NA,"19_2_1:03",32444
19,5,3,"11:19","DC","STL","T.JACKSON","J.PRESSLEY",-2,NA,"19_3_11:19",32538
19,5,3,"10:41","DC","STL","T.JACKSON","J.PRESSLEY",2,NA,"19_3_10:41",32533
19,5,3,"9:39","STL","DC","J.TA'AMU","L.WASHINGTON",-1,NA,"19_3_9:39",NA
19,5,3,"9:06","STL","DC","J.TA'AMU","L.WASHINGTON",4,NA,"19_3_9:06",32578
19,5,3,"7:04","STL","DC","J.TA'AMU","K.FORD",-3,NA,"19_3_7:04",32611
19,5,3,"6:41","DC","STL","T.JACKSON","J.PRESSLEY",1,NA,"19_3_6:41",32626
19,5,3,"6:13","DC","STL","T.JACKSON","R.ROSS",7,NA,"19_3_6:13",32643
19,5,3,"4:07","DC","STL","T.JACKSON","N.BROSSETTE",0,"throwaway","19_3_4:07",32668
19,5,3,"3:41","DC","STL","T.JACKSON","D.THOMPKINS",-1,NA,"19_3_3:41",32673
19,5,3,"2:46","STL","DC","J.TA'AMU","M.LUCAS",5,NA,"19_3_2:46",32704
19,5,3,"1:51","STL","DC","J.TA'AMU","A.RUSSELL",5,NA,"19_3_1:51",32717
19,5,3,"0:32","STL","DC","J.TA'AMU","L.WASHINGTON",26,NA,"19_3_0:32",32737
19,5,3,"0:15","STL","DC","J.TA'AMU","D.PIERSON-EL",-3,NA,"19_3_0:15",32744
19,5,4,"13:05","DC","STL","T.JACKSON","R.ROSS",3,NA,"19_4_13:05",32780
19,5,4,"8:28","DC","STL","T.JACKSON","M.DUPRE",9,NA,"19_4_8:28",32837
19,5,4,"6:33","STL","DC","J.TA'AMU","D.PIERSON-EL",-4,NA,"19_4_6:33",NA
19,5,4,"6:04","STL","DC","J.TA'AMU","A.RUSSELL",12,NA,"19_4_6:04",32875
19,5,4,"5:28","DC","STL","T.JACKSON","N/A",0,NA,"19_4_5:28",32891
19,5,4,"3:56","DC","STL","T.JACKSON","K.LEE",3,NA,"19_4_3:56",32914
19,5,4,"3:28","STL","DC","J.TA'AMU","L.WASHINGTON",27,NA,"19_4_3:28",32934
19,5,4,"2:47","STL","DC","J.TA'AMU","M.LUCAS",-2,NA,"19_4_2:47",32952
20,5,1,"14:54","LA","TB","J.JOHNSON","S.BLACKNALL",5,NA,"20_1_14:54",33032
20,5,1,"14:27","TB","LA","T.CORNELIUS","N.TRUESDELL",3,NA,"20_1_14:27",33059
20,5,1,"12:08","LA","TB","J.JOHNSON","D.HARRIS",6,NA,"20_1_12:08",33094
20,5,1,"9:59","LA","TB","J.JOHNSON","A.JENNINGS",29,NA,"20_1_9:59",33133
20,5,1,"8:14","TB","LA","T.CORNELIUS","J.TOLLIVER",20,NA,"20_1_8:14",33162
20,5,1,"6:40","TB","LA","T.CORNELIUS","J.TOLLIVER",8,NA,"20_1_6:40",33183
20,5,1,"6:17","TB","LA","T.CORNELIUS","R.HORN",3,NA,"20_1_6:17",33192
20,5,1,"4:28","LA","TB","J.JOHNSON","D.WINSTON",-6,NA,"20_1_4:28",33246
20,5,1,"3:41","LA","TB","J.JOHNSON","T.MCBRIDE",22,NA,"20_1_3:41",33260
20,5,1,"1:37","TB","LA","T.CORNELIUS","D.WILLIAMS",16,NA,"20_1_1:37",33300
20,5,2,"12:46","LA","TB","J.JOHNSON","L.ROSE",0,NA,"20_2_12:46",33390
20,5,2,"12:11","LA","TB","J.JOHNSON","L.ROSE",5,NA,"20_2_12:11",33405
20,5,2,"11:07","LA","TB","J.JOHNSON","J.SMALLWOOD",17,NA,"20_2_11:07",33417
20,5,2,"10:12","TB","LA","T.CORNELIUS","R.HORN",3,NA,"20_2_10:12",33460
20,5,2,"9:29","TB","LA","T.CORNELIUS","R.HORN",4,NA,"20_2_9:29",33476
20,5,2,"8:14","TB","LA","T.CORNELIUS","J.PATRICK",-4,NA,"20_2_8:14",33508
20,5,2,"6:35","TB","LA","T.CORNELIUS","J.TOLLIVER",16,NA,"20_2_6:35",33533
20,5,2,"6:23","LA","TB","J.JOHNSON","T.MCBRIDE",-1,NA,"20_2_6:23",NA
20,5,2,"5:47","LA","TB","J.JOHNSON","J.SMALLWOOD",14,NA,"20_2_5:47",33563
20,5,2,"5:15","LA","TB","J.JOHNSON","A.JENNINGS",15,NA,"20_2_5:15",33572
20,5,2,"4:07","LA","TB","J.JOHNSON","J.SMALLWOOD",4,NA,"20_2_4:07",33590
20,5,2,"2:54","LA","TB","J.JOHNSON","J.SMALLWOOD",13,NA,"20_2_2:54",33611
20,5,2,"2:19","LA","TB","J.JOHNSON","J.GREENE",3,NA,"20_2_2:19",33618
20,5,2,"2:00","LA","TB","J.JOHNSON","M.CARTER",-5,NA,"20_2_2:00",33624
20,5,2,"1:55","LA","TB","J.JOHNSON","D.HAMPTON",9,NA,"20_2_1:55",33630
20,5,2,"1:20","TB","LA","T.CORNELIUS","J.TOLLIVER",16,NA,"20_2_1:20",33670
20,5,2,"1:03","LA","TB","J.JOHNSON","S.BLACKNALL",45,NA,"20_2_1:03",33691
20,5,2,"0:38","LA","TB","J.JOHNSON","M.BARNES",8,NA,"20_2_0:38",33693
20,5,2,"0:22","TB","LA","T.CORNELIUS","J.TOLLIVER",13,NA,"20_2_0:22",33730
20,5,2,"0:08","TB","LA","T.CORNELIUS","J.TOLLIVER",27,"pbp has throwaway","20_2_0:08",33753
20,5,3,"14:33","TB","LA","T.CORNELIUS","R.HORN",-3,NA,"20_3_14:33",33780
20,5,3,"14:01","TB","LA","T.CORNELIUS","D.WILLIAMS",7,NA,"20_3_14:01",33787
20,5,3,"13:09","TB","LA","T.CORNELIUS","D.SMITH",-6,NA,"20_3_13:09",33801
20,5,3,"11:37","LA","TB","J.JOHNSON","M.CARTER",11,NA,"20_3_11:37",33829
20,5,3,"10:23","LA","TB","J.JOHNSON","B.BARNES",7,NA,"20_3_10:23",NA
20,5,3,"9:36","LA","TB","J.JOHNSON","T.MCBRIDE",26,NA,"20_3_9:36",33849
20,5,3,"9:03","LA","TB","J.JOHNSON","J.GREENE",3,NA,"20_3_9:03",33855
20,5,3,"8:38","LA","TB","J.JOHNSON","L.ROSE",16,NA,"20_3_8:38",33861
20,5,3,"7:46","TB","LA","T.CORNELIUS","D.WILLIAMS",13,NA,"20_3_7:46",33874
20,5,3,"6:08","TB","LA","T.CORNELIUS","D.SMITH",3,NA,"20_3_6:08",33896
20,5,3,"5:02","LA","TB","J.JOHNSON","T.MCBRIDE",19,NA,"20_3_5:02",33927
20,5,3,"4:29","LA","TB","J.JOHNSON","D.HAMPTON",3,NA,"20_3_4:29",33929
20,5,3,"4:12","LA","TB","J.JOHNSON","S.BLACKNALL",12,NA,"20_3_4:12",33947
20,5,3,"2:16","LA","TB","J.JOHNSON","B.BARNES",3,NA,"20_3_2:16",33976
20,5,3,"1:48","LA","TB","J.JOHNSON","T.MCBRIDE",11,NA,"20_3_1:48",33982
20,5,3,"1:35","TB","LA","T.CORNELIUS","R.HORN",-4,NA,"20_3_1:35",34068
20,5,3,"1:04","TB","LA","T.CORNELIUS","R.HORN",5,NA,"20_3_1:04",34098
20,5,4,"15:00","TB","LA","T.CORNELIUS","D.WILLIAMS",2,NA,"20_4_15:00",34191
20,5,4,"14:50","LA","TB","D.HARRIS","B.BARNES",17,NA,"20_4_14:50",34197
20,5,4,"14:34","LA","TB","J.JOHNSON","J.SMALLWOOD",14,NA,"20_4_14:34",34205
20,5,4,"14:07","LA","TB","J.JOHNSON","S.BLACKNALL",17,NA,"20_4_14:07",34217
20,5,4,"13:54","TB","LA","T.CORNELIUS","D.WILLIAMS",13,NA,"20_4_13:54",34479
20,5,4,"13:06","TB","LA","T.CORNELIUS","N.TRUESDELL",1,NA,"20_4_13:06",34485
20,5,4,"11:36","TB","LA","T.CORNELIUS","R.HORN",6,NA,"20_4_11:36",34435
20,5,4,"11:12","TB","LA","T.CORNELIUS","J.TOLLIVER",21,NA,"20_4_11:12",NA
20,5,4,"8:46","LA","TB","J.JOHNSON","S.BLACKNALL",39,NA,"20_4_8:46",34621
20,5,4,"8:05","LA","TB","J.JOHNSON","J.SMALLWOOD",10,NA,"20_4_8:05",34640
20,5,4,"6:52","LA","TB","J.JOHNSON","S.BLACKNALL",14,NA,"20_4_6:52",34672
20,5,4,"6:22","LA","TB","J.JOHNSON","T.MCBRIDE",16,NA,"20_4_6:22",34707
20,5,4,"5:26","TB","LA","T.CORNELIUS","R.HORN",4,NA,"20_4_5:26",34828
20,5,4,"5:07","TB","LA","T.CORNELIUS","N.TRUESDELL",4,NA,"20_4_5:07",34851
20,5,4,"4:43","TB","LA","T.CORNELIUS","R.HORN",19,NA,"20_4_4:43",34873
20,5,4,"4:14","TB","LA","T.CORNELIUS","D.WILLIAMS",16,NA,"20_4_4:14",34887
20,5,4,"3:48","TB","LA","T.CORNELIUS","J.TOLLIVER",37,NA,"20_4_3:48",34907
20,5,4,"3:17","TB","LA","T.CORNELIUS","R.HORN",21,NA,"20_4_3:17",34923
20,5,4,"2:43","LA","TB","J.JOHNSON","S.BLACKNALL",39,NA,"20_4_2:43",35030
20,5,4,"2:11","LA","TB","J.JOHNSON","N/A",0,"throwaway","20_4_2:11",35053
20,5,4,"1:38","TB","LA","T.CORNELIUS","N.TRUESDELL",25,NA,"20_4_1:38",35125
20,5,4,"1:33","TB","LA","T.CORNELIUS","D.WILLIAMS",15,NA,"20_4_1:33",35145
20,5,4,"1:09","TB","LA","T.CORNELIUS","R.HORN",7,NA,"20_4_1:09",35227
20,5,4,"0:37","TB","LA","T.CORNELIUS","D.GOOLSBY",7,NA,"20_4_0:37",35319
