PlayID,GameID,DriveID,Sequence,TeamID,ClubCode,Quarter,StartTime,Down,Distance,Yardline,Situation,PlayType,StartHomeScore,StartAwayScore,IsScoringPlay,EndTime,EndHomeScore,EndAwayScore,ScoringPlayDescription,PlayDescription,ShortPlayDescription,FirstDownDescription,DriveTotalPossessionTime,DriveNetYards,DrivePlays,playScoreType,playScorer,playScoringTeamId,firstDownReset,Notes
14529,7,6281,75,602,LA,3,15:00,1,0,DAL 30,NA,Kick off,3,3,FALSE,14:53,3,3,,"A.MacGinnis kickoff from DAL 30, 68 yds to LA 2. M.Carter to LA 35 for 68 yards (D.Phillips)",Kickoff,,3:42,33,7,,,0,FALSE,
14577,7,6281,76,602,LA,3,14:53,1,10,LA 35,1st & 10 LA 35,Pass,3,3,FALSE,14:14,3,3,,(Shotgun) J.Johnson pass deep right to A.Jennings to DAL 47 for 18 yards (G.Martini),18 yard pass,P8,3:42,33,7,,,0,FALSE,
14579,7,6281,77,602,LA,3,14:14,1,10,DAL 47,1st & 10 DAL 47,Pass,3,3,FALSE,13:34,3,3,,(Shotgun) J.Johnson pass short right to N.Spruce to DAL 45 for 13 yards (T.Scales),2 yard pass,,3:42,33,7,,,0,TRUE,Removed J.Johnson FUMBLES (Aborted) at LA 48. Recovers at LA 42.
14580,7,6281,78,602,LA,3,13:34,2,8,DAL 45,2nd & 8 DAL 45,Pass,3,3,FALSE,13:00,3,3,,(Shotgun) J.Johnson pass short right to J.Smallwood to DAL 36 for 9 yards (D.Brown),9 yard pass,P9,3:42,33,7,,,0,FALSE,
14582,7,6281,79,602,LA,3,13:00,1,10,DAL 36,1st & 10 DAL 36,Pass,3,3,FALSE,12:35,3,3,,"(No Huddle, Shotgun) J.Johnson pass incomplete deep middle to A.Jennings.",Incomplete pass,,3:42,33,7,,,0,TRUE,
14584,7,6281,80,602,LA,3,12:35,2,10,DAL 36,2nd & 10 DAL 36,Rush,3,3,FALSE,11:54,3,3,,(Shotgun) E.Hood rush left end to DAL 32 for 4 yards (G.Martini),4 yard rush,,3:42,33,7,,,0,FALSE,
14587,7,6281,81,602,LA,3,11:54,3,6,DAL 32,3rd & 6 DAL 32,Pass,3,3,FALSE,11:24,3,3,,(Shotgun) J.Johnson pass incomplete deep middle to N.Spruce.,Incomplete pass,,3:42,33,7,,,0,FALSE,
14589,7,6281,82,602,LA,3,11:24,4,6,DAL 32,4th & 6 DAL 32,Field Goal,3,3,FALSE,11:18,3,3,,"(Field Goal) N.Novak 50 yard field goal is No Good, Missed wide left.",50 field goal miss,,3:42,33,7,,,0,FALSE,
14595,7,6297,83,600,DAL,3,11:18,1,10,DAL 40,1st & 10 DAL 40,Rush,3,3,FALSE,10:40,3,3,,(Shotgun) L.Jones scrambles left end to DAL 48 for 8 yards (W.Smith),8 yard rush,,1:55,27,4,,,0,FALSE,
14603,7,6297,84,600,DAL,3,10:40,2,2,DAL 48,2nd & 2 DAL 48,Rush,3,3,FALSE,10:10,3,3,,"(No Huddle, Shotgun) C.Artis-Payne rush up the middle to midfield for 2 yards (C.Reed)",2 yard rush,R13,1:55,27,4,,,0,FALSE,
